crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH,fertilizer_per_ha,pesticide_per_ha,NPK_total,N_to_P_ratio,N_to_K_ratio,P_to_K_ratio,NPK_balance_score,temp_rainfall_interaction,temp_humidity_interaction,moisture_index,growing_degree_days,rainfall_category,pH_optimal,pH_category,soil_fertility_score,fertilizer_rainfall_ratio,pesticide_efficiency,input_intensity,yield_lag1,yield_ma2,yield_change,years_since_start
Arecanut,2012,Kharif     ,Andhra Pradesh,581.0,365,87614.8,180.11,1.453333333,27.87,1192.65,70.2,78,45,22,6.8,150.5408934707904,0.30946735395189007,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33239.1555,1956.4740000000002,837.2403000000002,17.87,High,1,Neutral,0.7229166666666667,0.12611811960858743,0.0005317308487145878,0.7959687852523125,0.296666667,0.875,1.156666666,15
Arecanut,2013,Kharif     ,Andhra Pradesh,476.0,255,68777.24,128.52,1.705,27.45,1279.53,72.34,78,45,22,6.8,144.1870859538784,0.26943396226415095,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,35123.0985,1985.733,925.6120020000001,17.45,High,1,Neutral,0.7229166666666667,0.11259953765540706,0.0005648510739290376,0.726884429968826,1.453333333,1.5791666665,0.25166666700000007,16
Arecanut,2014,Kharif     ,Andhra Pradesh,483.0,338,72913.68,159.39,1.775,28.18,749.08,66.95,78,45,22,6.8,150.6480991735537,0.3293181818181818,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21109.0744,1886.651,501.50906000000003,18.18,Medium,1,Neutral,0.7229166666666667,0.2008427090091106,0.0006804094665664913,0.822365159144135,1.705,1.74,0.06999999999999984,17
Arecanut,2015,Kharif     ,Andhra Pradesh,516.0,1795,81481.56,170.28,3.32,28.21,824.0,67.96,78,45,22,6.8,157.6045647969052,0.3293617021276596,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,23245.04,1917.1516,559.9903999999999,18.21,Medium,1,Neutral,0.7229166666666667,0.19103583611746086,0.0006370632536318367,0.8403876337860736,1.775,2.5475,1.545,18
Arecanut,2016,Kharif     ,Andhra Pradesh,564.0,2367,86433.0,197.4,3.9125,28.04,935.87,68.69,78,45,22,6.8,152.9787610619469,0.34938053097345134,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26241.7948,1926.0675999999999,642.849103,18.04,Medium,1,Neutral,0.7229166666666667,0.1632870740465026,0.0006183726211919493,0.8547819704488948,3.32,3.61625,0.5925000000000002,19
Arecanut,2017,Kharif     ,Andhra Pradesh,697.0,4369,109735.68,264.86,5.5825,28.14,991.2,69.86,78,45,22,6.8,157.21444126074496,0.37945558739255014,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,27892.368000000002,1965.8604,692.45232,18.14,Medium,1,Neutral,0.7229166666666667,0.15845035402211746,0.0005436326466941979,0.9052931456669858,3.9125,4.7475,1.6699999999999995,20
Arecanut,2018,Kharif     ,Andhra Pradesh,976.0,5317,158307.2,341.6,4.153333333,28.18,927.05,67.4,78,45,22,6.8,162.03398157625384,0.3496417604912999,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26124.269,1899.332,624.8317000000001,18.18,Medium,1,Neutral,0.7229166666666667,0.17459617647352388,0.00035787283571269183,0.8785109809257964,5.5825,4.867916666499999,-1.4291666669999996,21
Arecanut,2019,Kharif     ,Andhra Pradesh,1096.0,10418,188248.96,405.52,7.253333333,28.2,1027.8,71.25,78,45,22,6.8,171.60342752962626,0.3696627164995442,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,28983.96,2009.25,732.3075,18.2,High,1,Neutral,0.7229166666666667,0.16679959907623082,0.0003369760405647622,0.9295676316291346,4.153333333,5.703333333,3.0999999999999996,22
Arhar/Tur,1997,Kharif     ,Andhra Pradesh,313900.0,55600,29873863.0,97309.0,0.197727273,28.21,1191.08,69.56,78,45,22,6.8,95.16969681523793,0.3099990124274851,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33600.366799999996,1962.2876,828.515248,18.21,High,1,Neutral,0.7229166666666667,0.0798349916240839,9.875693687738653e-07,0.6536711173867498,1.03,0.197727273,0.0,0
Arhar/Tur,1997,Rabi       ,Andhra Pradesh,3500.0,1400,333095.0,1085.0,0.474,28.21,1191.08,69.56,78,45,22,6.8,95.14281633818909,0.30991145387032276,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33600.366799999996,1962.2876,828.515248,18.21,High,1,Neutral,0.7229166666666667,0.0798124424016753,8.852083800923244e-05,0.6534864893795542,0.197727273,0.3358636365,0.27627272699999994,0
Arhar/Tur,1998,Kharif     ,Andhra Pradesh,390800.0,169100,38611040.0,113332.0,0.461818182,28.21,1100.41,71.95,78,45,22,6.8,98.79974718590792,0.2899992579343451,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,31042.566100000004,2029.7095000000002,791.744995,18.21,High,1,Neutral,0.7229166666666667,0.0897029690904458,7.420637560659904e-07,0.6367303256565546,0.474,0.467909091,-0.012181817999999955,1
Arhar/Tur,1998,Rabi       ,Andhra Pradesh,3100.0,1600,306280.0,899.0,0.56,28.21,1100.41,71.95,78,45,22,6.8,98.76813930990004,0.28990648178007095,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,31042.566100000004,2029.7095000000002,791.744995,18.21,High,1,Neutral,0.7229166666666667,0.08967427144287779,9.348806248954239e-05,0.6365266237872984,0.461818182,0.510909091,0.09818181800000003,1
Arhar/Tur,2000,Kharif     ,Andhra Pradesh,507366.0,216457,49808120.22,131915.16,0.433181818,27.74,1070.25,70.73,78,45,22,6.8,98.16980651086885,0.25999948755043195,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,29688.734999999997,1962.0502,756.987825,17.74,High,1,Neutral,0.7229166666666667,0.09164042614783557,5.124485580466053e-07,0.5956301051810784,0.56,0.496590909,-0.12681818200000006,3
Arhar/Tur,2000,Rabi       ,Andhra Pradesh,6098.0,2701,598640.66,1585.48,0.42375,27.74,1070.25,70.73,78,45,22,6.8,98.1539039186752,0.25995737006066566,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,29688.734999999997,1962.0502,756.987825,17.74,High,1,Neutral,0.7229166666666667,0.09162558125430591,4.262294967382614e-05,0.5955336186645249,0.433181818,0.42846590900000003,-0.00943181799999998,3
Arhar/Tur,2001,Kharif     ,Andhra Pradesh,414401.0,185620,42322774.13,107744.26,0.465,28.08,910.13,68.69,78,45,22,6.8,102.12975354848675,0.25999937258990063,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,25556.450399999998,1928.8151999999998,625.1682969999999,18.08,Medium,1,Neutral,0.7229166666666667,0.11209130809926876,6.274085853589042e-07,0.6058565960387223,0.42375,0.444375,0.04125000000000001,4
Arhar/Tur,2001,Rabi       ,Andhra Pradesh,5439.0,2706,555485.07,1414.14,0.46,28.08,910.13,68.69,78,45,22,6.8,102.11122610294117,0.25995220588235296,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,25556.450399999998,1928.8151999999998,625.1682969999999,18.08,Medium,1,Neutral,0.7229166666666667,0.11207097351963076,4.778533196366782e-05,0.6057466870778023,0.465,0.4625,-0.0050000000000000044,4
Arhar/Tur,2002,Kharif     ,Andhra Pradesh,423436.0,147361,40086686.12,105859.0,0.337727273,28.54,768.22,66.52,78,45,22,6.8,94.66977642482824,0.24999940959339878,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21924.9988,1898.4807999999998,511.01994399999995,18.54,Medium,1,Neutral,0.7229166666666667,0.12307243236632984,5.904052068983078e-07,0.5734332090892491,0.46,0.3988636365,-0.12227272700000003,5
Arhar/Tur,2002,Rabi       ,Andhra Pradesh,8200.0,3004,776294.0,2050.0,0.299333333,28.54,768.22,66.52,78,45,22,6.8,94.6584562858188,0.24996951591269356,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21924.9988,1898.4807999999998,511.01994399999995,18.54,Medium,1,Neutral,0.7229166666666667,0.12305771597958814,3.048037018811042e-05,0.5733646408102833,0.337727273,0.31853030299999996,-0.038393940000000015,5
Arhar/Tur,2003,Kharif     ,Andhra Pradesh,513239.0,214657,50800396.22,123177.36,0.424090909,28.31,857.23,68.83,78,45,22,6.8,98.97980714675396,0.2399995323825111,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,24268.1813,1948.5773,590.0314089999999,18.31,Medium,1,Neutral,0.7229166666666667,0.1153301645791384,4.676165777852683e-07,0.5714062147791342,0.299333333,0.361712121,0.12475757600000004,6
Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246,741558.16,1798.08,0.41625,28.31,857.23,68.83,78,45,22,6.8,98.96679033764848,0.23996797010543172,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,24268.1813,1948.5773,590.0314089999999,18.31,Medium,1,Neutral,0.7229166666666667,0.11531499753871162,3.2025619925988486e-05,0.5713310692940714,0.424090909,0.4201704545,-0.007840909000000007,6
Arhar/Tur,2004,Kharif     ,Andhra Pradesh,471825.0,215214,51117520.5,99083.25,0.479090909,27.72,759.1,69.79,78,45,22,6.8,108.33977038145419,0.2099995549206699,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21042.252,1934.5788,529.7758900000001,17.72,Medium,1,Neutral,0.7229166666666667,0.1425335750315145,4.450783867795965e-07,0.5561048477156024,0.41625,0.4476704545,0.062840909,7
Arhar/Tur,2004,Rabi       ,Andhra Pradesh,8452.0,3792,915689.68,1774.92,0.485,27.72,759.1,69.79,78,45,22,6.8,108.32718324855081,0.20997515674908318,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21042.252,1934.5788,529.7758900000001,17.72,Medium,1,Neutral,0.7229166666666667,0.14251701519346244,2.484031193056704e-05,0.5560402383334544,0.479090909,0.4820454545,0.0059090909999999774,7
Arhar/Tur,2005,Kharif     ,Andhra Pradesh,494523.0,300636,59303198.16,103849.83,0.554545455,27.95,1192.26,71.1,78,45,22,6.8,119.91975750418584,0.20999957534922473,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33323.667,1987.245,847.6968599999999,17.95,High,1,Neutral,0.7229166666666667,0.10049759273267003,4.2464991658488715e-07,0.5860104220561351,0.485,0.5197727275,0.06954545499999998,8
Arhar/Tur,2006,Kharif     ,Andhra Pradesh,395644.0,157669,50527695.24,87041.68,0.420454545,27.65,1343.62,71.34,78,45,22,6.8,127.70967721063074,0.21999944394596163,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,37151.09299999999,1972.551,958.538508,17.65,High,1,Neutral,0.7229166666666667,0.09497826687884366,5.560526329056645e-07,0.6192857680891075,0.554545455,0.48750000000000004,-0.13409090999999995,9
Arhar/Tur,2006,Rabi       ,Andhra Pradesh,5606.0,3174,715942.26,1233.32,0.433333333,27.65,1343.62,71.34,78,45,22,6.8,127.68722311396469,0.21996076333154985,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,37151.09299999999,1972.551,958.538508,17.65,High,1,Neutral,0.7229166666666667,0.09496156766518771,3.9229670649464924e-05,0.6191768843866011,0.420454545,0.42689393900000006,0.012878787999999974,9
Arhar/Tur,2007,Kharif     ,Andhra Pradesh,463000.0,302000,61764200.0,74080.0,0.635714286,27.44,1067.72,72.52,78,45,22,6.8,133.39971187967197,0.15999965442839217,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,29298.236800000002,1989.9488,774.3105439999999,17.44,High,1,Neutral,0.7229166666666667,0.12482194763798934,3.4557086146334925e-07,0.5550332964233706,0.433333333,0.5345238095,0.20238095300000003,10
Arhar/Tur,2008,Kharif     ,Andhra Pradesh,439248.0,199414,62830033.92,39532.32,0.530909091,27.71,1157.69,70.95,78,45,22,6.8,143.03967435327115,0.08999979510482664,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,32079.589900000003,1966.0245000000002,821.3810550000001,17.71,High,1,Neutral,0.7229166666666667,0.12344947686893919,2.048947068856768e-07,0.48782360407418546,0.635714286,0.5833116885,-0.10480519499999996,11
Arhar/Tur,2008,Rabi       ,Andhra Pradesh,3466.0,1942,495776.64,311.94,0.56,27.71,1157.69,70.95,78,45,22,6.8,142.99874242861264,0.08997404095760023,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,32079.589900000003,1966.0245000000002,821.3810550000001,17.71,High,1,Neutral,0.7229166666666667,0.12341415083293429,2.5951554934410218e-05,0.48768400952394,0.530909091,0.5454545455000002,0.029090908999999998,11
Arhar/Tur,2009,Kharif     ,Andhra Pradesh,438392.0,189677,68310241.44,74526.64,0.525909091,28.42,819.63,68.11,78,45,22,6.8,155.8196445654926,0.16999961222008564,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,23293.8846,1935.6862,558.2499929999999,18.42,Medium,1,Neutral,0.7229166666666667,0.18987807485162936,3.8777902982047076e-07,0.6260910598216309,0.56,0.5429545455000001,-0.034090909,12
Arhar/Tur,2009,Rabi       ,Andhra Pradesh,24895.0,13266,3879138.9,4232.15,0.52,28.42,819.63,68.11,78,45,22,6.8,155.81374116323906,0.16999317159383032,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,23293.8846,1935.6862,558.2499929999999,18.42,Medium,1,Neutral,0.7229166666666667,0.18987088110748945,6.8281318924257035e-06,0.6260673396585938,0.525909091,0.5229545455000001,-0.005909091000000033,12
Arhar/Tur,2010,Kharif     ,Andhra Pradesh,629980.0,261286,104645977.8,151195.2,0.466363636,27.91,1557.24,73.66,78,45,22,6.8,166.10973632538125,0.23999961903612968,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,43462.568400000004,2055.8505999999998,1147.062984,17.91,Very High,1,Neutral,0.7229166666666667,0.10660086785436214,3.8096326561615297e-07,0.7447707083786497,0.52,0.49318181800000005,-0.05363636399999999,13
Arhar/Tur,2010,Rabi       ,Andhra Pradesh,8123.0,4101,1349311.53,1949.52,0.483333333,27.91,1557.24,73.66,78,45,22,6.8,166.08955317577548,0.23997045790251106,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,43462.568400000004,2055.8505999999998,1147.062984,17.91,Very High,1,Neutral,0.7229166666666667,0.10658791532483794,2.953846109090486e-05,0.7446802150760791,0.466363636,0.47484848450000006,0.01696969699999995,13
Arhar/Tur,2011,Kharif     ,Andhra Pradesh,478657.0,144679,80184620.64,157956.81,0.435454545,27.96,730.18,68.3,78,45,22,6.8,167.5196500215185,0.32999931057247556,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,20415.8328,1909.668,498.71293999999995,17.96,Medium,1,Neutral,0.7229166666666667,0.2291086326506722,6.894260841195082e-07,0.8668324974900417,0.483333333,0.45939393900000003,-0.04787878799999995,14
Arhar/Tur,2011,Rabi       ,Andhra Pradesh,2841.0,1409,475924.32,937.53,0.455294118,27.96,730.18,68.3,78,45,22,6.8,167.46105559465167,0.3298838845883181,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,20415.8328,1909.668,498.71293999999995,17.96,Medium,1,Neutral,0.7229166666666667,0.22902849584869892,0.00011607455474606548,0.8665292999047227,0.435454545,0.44537433150000005,0.019839573,14
Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000.0,251000,72384000.0,148800.0,0.5885,27.87,1192.65,70.2,78,45,22,6.8,150.79968583398784,0.30999935416801216,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33239.1555,1956.4740000000002,837.2403000000002,17.87,High,1,Neutral,0.7229166666666667,0.12633492718467543,6.458306423695205e-07,0.7973371220425204,0.455294118,0.521897059,0.133205882,15
Arhar/Tur,2013,Kharif     ,Andhra Pradesh,182826.0,102954,26416528.74,49363.02,0.696923077,27.45,1279.53,72.34,78,45,22,6.8,144.48920969003484,0.26999852319405776,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,35123.0985,1985.733,925.6120020000001,17.45,High,1,Neutral,0.7229166666666667,0.11283547413183201,1.4767978646154987e-06,0.7284075139418691,0.5885,0.6427115385,0.10842307699999998,16
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298.0,1003,187548.02,350.46,0.736,27.45,1279.53,72.34,78,45,22,6.8,144.37876828329485,0.2697921478060046,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,35123.0985,1985.733,925.6120020000001,17.45,High,1,Neutral,0.7229166666666667,0.11274922749431474,0.00020769218460816365,0.7278507502174891,0.696923077,0.7164615384999999,0.039076922999999986,16
Arhar/Tur,2014,Kharif     ,Andhra Pradesh,148980.0,74560,22490020.8,49163.4,0.634615385,28.18,749.08,66.95,78,45,22,6.8,150.95898671642692,0.3299977849524436,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21109.0744,1886.651,501.50906000000003,18.18,Medium,1,Neutral,0.7229166666666667,0.20125718152254016,2.215032688412909e-06,0.824062247159672,0.736,0.6853076925,-0.10138461499999996,17
Arhar/Tur,2014,Rabi       ,Andhra Pradesh,1564.0,1224,236101.44,516.12,0.727,28.18,749.08,66.95,78,45,22,6.8,150.86353993610223,0.3297891373801917,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,21109.0744,1886.651,501.50906000000003,18.18,Medium,1,Neutral,0.7229166666666667,0.2011299327219793,0.00021072788331002665,0.8235412176404009,0.634615385,0.6808076925,0.09238461499999995,17
Arhar/Tur,2015,Kharif     ,Andhra Pradesh,215323.0,128654,34001654.93,71056.59,0.579230769,28.21,824.0,67.96,78,45,22,6.8,157.90926664004013,0.32999846742583266,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,23245.04,1917.1516,559.9903999999999,18.21,Medium,1,Neutral,0.7229166666666667,0.19140517168489712,1.5325670497753741e-06,0.842012381529214,0.727,0.6531153845,-0.14776923099999995,18
Arhar/Tur,2015,Rabi       ,Andhra Pradesh,4995.0,3472,788760.45,1648.35,0.643,28.21,824.0,67.96,78,45,22,6.8,157.87839271417133,0.32993394715772617,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,23245.04,1917.1516,559.9903999999999,18.21,Medium,1,Neutral,0.7229166666666667,0.1913677487444501,6.603962112844799e-05,0.841847753902216,0.579230769,0.6111153845,0.06376923099999998,18
Arhar/Tur,2016,Kharif     ,Andhra Pradesh,342883.0,129160,52546819.75,120009.05,0.493076923,28.04,935.87,68.69,78,45,22,6.8,153.24955305584396,0.3499989792466257,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26241.7948,1926.0675999999999,642.849103,18.04,Medium,1,Neutral,0.7229166666666667,0.16357611307421943,1.0207503973548655e-06,0.8562950439796144,0.643,0.5680384615,-0.14992307700000002,19
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555.0,3818,1004553.75,2294.25,0.481818182,28.04,935.87,68.69,78,45,22,6.8,153.22662446613788,0.3499466137888957,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26241.7948,1926.0675999999999,642.849103,18.04,Medium,1,Neutral,0.7229166666666667,0.16355163946560128,5.337806799708598e-05,0.8561669285147453,0.493076923,0.4874475525,-0.011258741000000017,19
Arhar/Tur,2017,Kharif     ,Andhra Pradesh,275367.0,116695,43353780.48,104639.46,0.567692308,28.14,991.2,69.86,78,45,22,6.8,157.4394282560065,0.379998620028471,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,27892.368000000002,1965.8604,692.45232,18.14,Medium,1,Neutral,0.7229166666666667,0.1586771097117582,1.379966517636294e-06,0.9065886957642995,0.481818182,0.524755245,0.08587412600000005,20
Arhar/Tur,2017,Rabi       ,Andhra Pradesh,4148.0,3394,653061.12,1576.24,0.55,28.14,991.2,69.86,78,45,22,6.8,157.40205350686912,0.3799084116654616,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,27892.368000000002,1965.8604,692.45232,18.14,Medium,1,Neutral,0.7229166666666667,0.15863944114782214,9.156625974101267e-05,0.906373479503352,0.567692308,0.558846154,-0.01769230799999999,20
Arhar/Tur,2018,Kharif     ,Andhra Pradesh,245675.0,44213,39848485.0,85986.25,0.311538462,28.18,927.05,67.4,78,45,22,6.8,162.19933978084958,0.3499985753594165,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26124.269,1899.332,624.8317000000001,18.18,Medium,1,Neutral,0.7229166666666667,0.1747743545938792,1.4246347846733766e-06,0.8794075150793756,0.55,0.43076923100000003,-0.23846153800000003,21
Arhar/Tur,2018,Rabi       ,Andhra Pradesh,4099.0,1352,664857.8,1434.65,0.31,28.18,927.05,67.4,78,45,22,6.8,162.16043902439026,0.3499146341463415,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,26124.269,1899.332,624.8317000000001,18.18,Medium,1,Neutral,0.7229166666666667,0.17473243793372153,8.534503271861988e-05,0.8791966041248747,0.311538462,0.310769231,-0.0015384620000000182,21
Arhar/Tur,2019,Kharif     ,Andhra Pradesh,237647.0,114451,40818248.72,87929.39,0.44,28.2,1027.8,71.25,78,45,22,6.8,171.75927725038713,0.36999844307547297,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,28983.96,2009.25,732.3075,18.2,High,1,Neutral,0.7229166666666667,0.16695108597432654,1.5569179756424332e-06,0.9304118621780421,0.31,0.375,0.13,22
Arhar/Tur,2019,Rabi       ,Andhra Pradesh,5940.0,3747,1020254.4,2197.8,0.43,28.2,1027.8,71.25,78,45,22,6.8,171.73108904224878,0.3699377209224037,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,28983.96,2009.25,732.3075,18.2,High,1,Neutral,0.7229166666666667,0.16692368686066172,6.226859466796897e-05,0.9302591679908907,0.44,0.435,-0.010000000000000009,22
Bajra,1997,Kharif     ,Andhra Pradesh,89400.0,63600,8508198.0,27714.0,0.815882353,28.21,1191.08,69.56,78,45,22,6.8,95.16893547052047,0.30999653247726533,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,33600.366799999996,1962.2876,828.515248,18.21,High,1,Neutral,0.7229166666666667,0.07983435295493631,3.467483948471106e-06,0.6536658881061191,1.03,0.815882353,0.0,0
Bajra,1998,Kharif     ,Andhra Pradesh,120000.0,114500,11856000.0,34800.0,0.988235294,28.21,1100.41,71.95,78,45,22,6.8,98.79917667352773,0.28999758335347203,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,31042.566100000004,2029.7095000000002,791.744995,18.21,High,1,Neutral,0.7229166666666667,0.08970245110678832,2.416626389392355e-06,0.6367266489008545,0.815882353,0.9020588235,0.17235294099999998,1
Bajra,1998,Rabi       ,Andhra Pradesh,7300.0,4600,721240.0,2117.0,0.905714286,28.21,1100.41,71.95,78,45,22,6.8,98.7864676071771,0.28996027941377894,145,1.729490022172949,3.5294117647058822,2.0361990950226243,49.0,31042.566100000004,2029.7095000000002,791.744995,18.21,High,1,Neutral,0.7229166666666667,0.08969091220088532,3.971514579013545e-05,0.6366447433475844,0.988235294,0.9469747900000001,-0.08252100799999995,1
